
entry_time,entry_price,exit_time,exit_price,win,pnl
2025-07-31 02:48:00+00:00,3854.43,2025-07-31 02:58:00+00:00,3861.41,True,6.980000000000018
2025-07-31 03:59:00+00:00,3859.7,2025-07-31 04:09:00+00:00,3858.01,False,-1.6899999999995998
2025-07-31 11:19:00+00:00,3835.06,2025-07-31 11:29:00+00:00,3835.79,True,0.7300000000000182
2025-07-31 12:11:00+00:00,3836.67,2025-07-31 12:18:00+00:00,3828.9966600000002,False,-7.6733399999998255
2025-07-31 12:19:00+00:00,3830.0,2025-07-31 12:29:00+00:00,3841.25,True,11.25
2025-07-31 12:33:00+00:00,3822.26,2025-07-31 12:43:00+00:00,3825.07,True,2.8099999999999454
2025-07-31 12:44:00+00:00,3825.06,2025-07-31 12:54:00+00:00,3829.69,True,4.630000000000109
2025-07-31 13:17:00+00:00,3793.4,2025-07-31 13:19:00+00:00,3808.5736,True,15.173600000000079
2025-07-31 13:28:00+00:00,3798.74,2025-07-31 13:34:00+00:00,3791.14252,False,-7.597479999999905
2025-07-31 13:36:00+00:00,3785.62,2025-07-31 13:38:00+00:00,3800.76248,True,15.142479999999978
2025-07-31 13:44:00+00:00,3794.51,2025-07-31 13:53:00+00:00,3809.6880400000005,True,15.178040000000237
2025-07-31 13:58:00+00:00,3804.89,2025-07-31 14:08:00+00:00,3798.31,False,-6.579999999999927
2025-07-31 14:10:00+00:00,3797.52,2025-07-31 14:12:00+00:00,3789.92496,False,-7.595040000000154
2025-07-31 14:13:00+00:00,3793.88,2025-07-31 14:15:00+00:00,3786.29224,False,-7.587759999999889
2025-07-31 14:23:00+00:00,3772.0,2025-07-31 14:26:00+00:00,3764.456,False,-7.543999999999869
2025-07-31 14:28:00+00:00,3769.06,2025-07-31 14:35:00+00:00,3784.13624,True,15.07623999999987
2025-07-31 14:38:00+00:00,3776.31,2025-07-31 14:42:00+00:00,3768.75738,False,-7.5526199999999335
2025-07-31 14:43:00+00:00,3770.43,2025-07-31 14:53:00+00:00,3773.18,True,2.75
2025-07-31 14:54:00+00:00,3773.18,2025-07-31 15:04:00+00:00,3771.93,False,-1.25
2025-07-31 15:07:00+00:00,3771.26,2025-07-31 15:10:00+00:00,3763.7174800000003,False,-7.542519999999968
2025-07-31 15:12:00+00:00,3765.8,2025-07-31 15:17:00+00:00,3780.8632000000002,True,15.063200000000052
2025-07-31 15:20:00+00:00,3781.77,2025-07-31 15:30:00+00:00,3789.99,True,8.2199999999998
2025-07-31 15:37:00+00:00,3789.95,2025-07-31 15:47:00+00:00,3789.62,False,-0.32999999999992724
2025-07-31 15:51:00+00:00,3781.91,2025-07-31 16:01:00+00:00,3786.76,True,4.850000000000364
2025-07-31 16:03:00+00:00,3787.82,2025-07-31 16:11:00+00:00,3780.24436,False,-7.575640000000021
2025-07-31 16:12:00+00:00,3785.09,2025-07-31 16:16:00+00:00,3800.23036,True,15.140359999999873
2025-07-31 16:17:00+00:00,3795.22,2025-07-31 16:24:00+00:00,3787.62956,False,-7.590439999999944
2025-07-31 16:26:00+00:00,3783.5,2025-07-31 16:31:00+00:00,3798.634,True,15.134000000000015
2025-07-31 16:32:00+00:00,3801.47,2025-07-31 16:42:00+00:00,3816.67588,True,15.20587999999998
2025-07-31 16:50:00+00:00,3795.67,2025-07-31 17:00:00+00:00,3795.07,False,-0.599999999999909
2025-07-31 17:04:00+00:00,3782.5,2025-07-31 17:14:00+00:00,3789.76,True,7.260000000000218
2025-07-31 17:17:00+00:00,3792.65,2025-07-31 17:19:00+00:00,3785.0647,False,-7.5853000000001884
2025-07-31 17:22:00+00:00,3776.81,2025-07-31 17:32:00+00:00,3775.29,False,-1.5199999999999818
2025-07-31 17:33:00+00:00,3775.29,2025-07-31 17:36:00+00:00,3790.39116,True,15.101160000000164
2025-07-31 17:39:00+00:00,3784.86,2025-07-31 17:48:00+00:00,3777.29028,False,-7.569719999999961
2025-07-31 17:55:00+00:00,3772.11,2025-07-31 18:05:00+00:00,3764.56578,False,-7.544220000000223
2025-07-31 18:12:00+00:00,3748.34,2025-07-31 18:21:00+00:00,3763.33336,True,14.993359999999939
2025-07-31 18:22:00+00:00,3764.43,2025-07-31 18:31:00+00:00,3779.4877199999996,True,15.05771999999979
2025-07-31 18:33:00+00:00,3775.51,2025-07-31 18:43:00+00:00,3777.59,True,2.0799999999999272
2025-07-31 18:44:00+00:00,3777.59,2025-07-31 18:54:00+00:00,3774.26,False,-3.3299999999999272
2025-07-31 18:58:00+00:00,3769.12,2025-07-31 19:08:00+00:00,3765.33,False,-3.7899999999999636
2025-07-31 19:09:00+00:00,3765.34,2025-07-31 19:12:00+00:00,3757.8093200000003,False,-7.5306799999998475
2025-07-31 19:14:00+00:00,3752.15,2025-07-31 19:24:00+00:00,3750.25,False,-1.900000000000091
2025-07-31 19:25:00+00:00,3750.25,2025-07-31 19:35:00+00:00,3745.72,False,-4.5300000000002
2025-07-31 19:36:00+00:00,3745.71,2025-07-31 19:46:00+00:00,3747.19,True,1.4800000000000182
2025-07-31 19:47:00+00:00,3747.1,2025-07-31 19:49:00+00:00,3739.6058,False,-7.494200000000092
2025-07-31 19:51:00+00:00,3735.48,2025-07-31 20:01:00+00:00,3739.91,True,4.429999999999836
2025-07-31 20:02:00+00:00,3739.9,2025-07-31 20:04:00+00:00,3732.4202,False,-7.479800000000068
2025-07-31 20:07:00+00:00,3724.56,2025-07-31 20:09:00+00:00,3717.1108799999997,False,-7.449120000000221
2025-07-31 20:13:00+00:00,3724.99,2025-07-31 20:22:00+00:00,3739.88996,True,14.899960000000192
2025-07-31 20:25:00+00:00,3729.01,2025-07-31 20:34:00+00:00,3721.55198,False,-7.458020000000033
2025-07-31 20:35:00+00:00,3726.92,2025-07-31 20:45:00+00:00,3733.45,True,6.529999999999745
2025-07-31 20:46:00+00:00,3733.46,2025-07-31 20:56:00+00:00,3732.4,False,-1.0599999999999454
2025-07-31 20:57:00+00:00,3732.4,2025-07-31 21:05:00+00:00,3747.3296,True,14.929599999999937
2025-07-31 21:15:00+00:00,3736.61,2025-07-31 21:25:00+00:00,3739.41,True,2.799999999999727
2025-07-31 22:01:00+00:00,3712.38,2025-07-31 22:11:00+00:00,3712.52,True,0.13999999999987267
2025-07-31 22:12:00+00:00,3712.52,2025-07-31 22:22:00+00:00,3718.21,True,5.690000000000055
2025-07-31 22:25:00+00:00,3710.01,2025-07-31 22:35:00+00:00,3713.08,True,3.069999999999709
2025-07-31 22:37:00+00:00,3707.79,2025-07-31 22:41:00+00:00,3700.37442,False,-7.4155799999998635
2025-07-31 22:42:00+00:00,3701.08,2025-07-31 22:52:00+00:00,3704.89,True,3.8099999999999454
2025-07-31 22:53:00+00:00,3704.89,2025-07-31 23:02:00+00:00,3719.70956,True,14.81955999999991
2025-07-31 23:03:00+00:00,3719.44,2025-07-31 23:13:00+00:00,3725.42,True,5.980000000000018
2025-07-31 23:17:00+00:00,3717.96,2025-07-31 23:27:00+00:00,3712.13,False,-5.829999999999927
2025-07-31 23:34:00+00:00,3695.75,2025-07-31 23:40:00+00:00,3688.3585,False,-7.391500000000178
2025-07-31 23:42:00+00:00,3685.07,2025-07-31 23:52:00+00:00,3690.16,True,5.089999999999691
2025-07-31 23:53:00+00:00,3690.16,2025-08-01 00:03:00+00:00,3692.93,True,2.769999999999982
2025-08-01 00:05:00+00:00,3688.03,2025-08-01 00:10:00+00:00,3680.65394,False,-7.376060000000052
2025-08-01 00:16:00+00:00,3659.07,2025-08-01 00:18:00+00:00,3673.7062800000003,True,14.63628000000017
2025-08-01 00:20:00+00:00,3690.0,2025-08-01 00:30:00+00:00,3689.41,False,-0.5900000000001455
2025-08-01 00:36:00+00:00,3674.37,2025-08-01 00:44:00+00:00,3667.02126,False,-7.348739999999907
